iteration,tot_distance,member_count,ave_distance
1,1377.5432910000002,230,5.98931865652174
2,4934.003518,383,12.882515712793735
3,8747.13549300001,500,17.49427098600002
4,11981.00039999996,594,20.170034343434278
5,12360.926935999953,605,20.431284191735458
6,12637.237143999952,613,20.615395014681813
7,12844.469799999952,619,20.75035508885291
8,13017.163679999949,624,20.860839230769148
9,13224.396335999949,630,20.991105295238015
10,13569.784095999947,640,21.202787649999916
11,13846.094303999938,648,21.367429481481388
12,14260.559615999942,660,21.60690850909082
13,14536.869823999927,668,21.761781173652587
14,14865.572288999932,678,21.925622845132644
15,15007.416088999933,683,21.97279075988277
16,15622.45545399992,720,21.697854797222114
17,16745.94403899993,787,21.278200811944
18,18415.723132999938,858,21.4635467750582
19,20177.200709000055,909,22.197140493949455
20,22038.949682000133,963,22.885721372793494
