iteration,tot_distance,member_count,ave_distance
1,3848.1130679999965,231,16.658498129870114
2,9201.179027000024,387,23.77565640051686
3,13268.202486999962,507,26.170024629191246
4,14787.908630999926,551,26.83830967513598
5,14926.063734999922,555,26.89380853153139
6,15064.218838999917,559,26.948513128801284
7,15158.765802999918,563,26.924983664298257
8,15308.873893999917,568,26.952242771126613
9,15506.267785999915,574,27.01440380836222
10,15644.422889999916,578,27.06647558823515
11,15782.577993999912,582,27.117831604810846
12,15951.21161799991,587,27.174125413969183
13,16149.816907999906,593,27.234092593591747
14,16287.972011999904,597,27.28303519597974
15,16357.0495639999,599,27.307261375625878
16,16426.127115999905,601,27.33132631613961
17,18725.811033999966,669,27.990748929745838
18,21230.44948399999,755,28.119800641059587
19,24040.10356600009,844,28.483535030805793
20,26703.684676000157,947,28.19818867581854
