iteration,tot_distance,member_count,ave_distance
1,921.3975150000001,213,4.325809929577465
2,2141.8860569999993,382,5.607031562827223
3,4458.440161999998,523,8.524742183556402
4,4596.595266,527,8.722192155597723
5,4700.211594000001,530,8.868323762264152
6,4769.289146000003,532,8.964829221804516
7,4862.009816000004,535,9.087868814953278
8,4954.355365000004,539,9.191753923933216
9,4970.255368000001,540,9.20417660740741
10,5004.794144000002,541,9.251005811460264
11,5039.33292,542,9.29766221402214
12,5081.555079000001,544,9.34109389522059
13,5112.387487000004,547,9.346229409506405
14,5146.765341000003,550,9.35775516545455
15,5215.842893000004,552,9.448990748188413
16,5544.2410410000075,563,9.847675028419197
17,6865.082514000011,643,10.676644656298617
18,9075.564178000004,707,12.836724438472425
19,11230.147333999976,771,14.565690446173768
20,12419.443702999986,816,15.219906498774494
