iteration,tot_distance,member_count,ave_distance
1,3847.2794619999954,231,16.654889445887427
2,9199.694025000026,387,23.771819186046578
3,13266.228585999967,507,26.16613133333327
4,14785.934729999924,551,26.834727277676812
5,14924.089833999926,555,26.89025195315302
6,15062.24493799992,559,26.944981999999857
7,15156.70984899992,563,26.92133188099453
8,15306.753813999918,568,26.948510235915347
9,15504.066684999914,574,27.01056913763051
10,15642.221788999914,578,27.062667455017152
11,15780.376892999913,582,27.114049644329747
12,15948.91589199991,587,27.170214466780084
13,16561.89811999991,605,27.375038214875886
14,21360.28859900005,745,28.671528320805436
15,25021.398855000203,851,29.40234883078755
16,26679.260103000248,899,29.676596332592045
17,29649.594839000354,985,30.101111511675487
18,31169.300983000394,1029,30.290865872692315
19,31825.537727000406,1048,30.36787951049657
20,33858.68339100048,1106,30.61363778571472
