iteration,tot_distance,member_count,ave_distance
1,1604.104084,215,7.460949227906977
2,4100.5396210000035,350,11.715827488571438
3,7350.60924700002,476,15.442456401260547
4,9043.009271000014,525,17.224779563809548
5,9077.54804700001,526,17.257695906844123
6,9181.164375000008,529,17.355698251417785
7,9249.074430000006,531,17.418219265536734
8,9456.618469000008,539,17.544746695732854
9,11884.997703000003,630,18.865075719047624
10,15630.35985599988,740,21.122107913513354
11,18074.746097999938,833,21.69837466746691
12,19315.99995399998,908,21.27312770264315
13,20420.12744100002,958,21.31537311169104
14,21805.072002000048,1019,21.39850049263989
15,22162.992859000035,1037,21.372220693346225
16,22715.61327500001,1053,21.572282312440656
17,22784.69082700005,1055,21.59686334312801
18,22819.22960300005,1056,21.609118942234897
19,22853.768379000037,1057,21.621351351939488
20,22853.768379000052,1057,21.6213513519395
