iteration,tot_distance,member_count,ave_distance
1,827.068734,215,3.8468313209302325
2,1860.4717650000002,350,5.315633614285715
3,4218.261870999999,476,8.861894686974788
4,5859.763842000012,525,11.16145493714288
5,5894.3026180000115,526,11.205898513308007
6,5981.494535000012,529,11.307173034026487
7,6027.357403000012,531,11.350955561205295
8,6045.678614000012,533,11.342736611632294
9,6058.05964900001,534,11.344680990636723
10,6086.581157000012,535,11.376787209345817
11,6121.119933000014,536,11.419999875000025
12,6155.658709000009,537,11.463051599627578
13,6190.197485000013,538,11.50594328066917
14,6206.198948000011,539,11.514283762523212
15,6240.737724000011,540,11.556921711111132
16,6275.27650000001,541,11.599402033271737
17,6309.815276000012,542,11.641725601476036
18,6620.664260000015,551,12.01572460980039
19,10160.022920999998,654,15.535203243119263
20,13220.222734999948,743,17.793031944818235
