iteration,tot_distance,member_count,ave_distance
1,3898.7236439999965,231,16.877591532467516
2,11900.757592999988,471,25.267001259023328
3,19935.048471000075,726,27.458744450413327
4,25288.50809700025,881,28.704322471055903
5,28846.00202500033,984,29.315042708333667
6,31505.487777000413,1061,29.694144935909907
7,31941.78328400042,1072,29.796439630597405
8,31993.88317200042,1075,29.761751787907368
9,32120.57166400042,1079,29.76883379425433
10,32347.734561000412,1088,29.731373677390085
11,32416.812113000433,1090,29.740194599082965
12,32554.967217000452,1094,29.75773968647208
13,32658.58354500043,1097,29.770814535096108
14,32807.40512400045,1102,29.77078504900222
15,32978.90688800045,1106,29.818179826401852
16,33082.52321600042,1109,29.830949698828153
17,33117.06199200045,1110,29.835190983784187
18,33220.678320000436,1113,29.84786911051252
19,33289.75587200046,1115,29.856283293273954
20,33393.37220000045,1118,29.8688481216462
