iteration,tot_distance,member_count,ave_distance
1,921.4072079999996,213,4.325855436619716
2,2141.913555000001,382,5.607103547120421
3,4458.496009,523,8.524848965583175
4,4596.651112999998,527,8.72229812713472
5,4700.267440999997,530,8.868429133962259
6,4769.3449930000015,532,8.964934197368423
7,4862.067134000001,535,9.087975951401871
8,4954.414917000001,539,9.191864410018555
9,4970.315151999999,540,9.204287318518517
10,5004.853927999999,541,9.251116317929757
11,5039.392704000003,542,9.297772516605171
12,5081.615997000003,544,9.34120587683824
13,5112.448970000001,547,9.346341809872031
14,5146.8274450000035,550,9.357868081818188
15,5215.904997000004,552,9.44910325543479
16,5302.426640000008,555,9.553921873873888
17,5354.817854000004,557,9.613676578096955
18,5458.434182000006,560,9.747203896428582
19,5471.940294000006,561,9.75390426737969
20,5720.0885380000045,582,9.82833082130585
