iteration,tot_distance,member_count,ave_distance
1,14142.515470999935,417,33.914905206234856
2,25185.738945000114,766,32.87955475848579
3,30374.850440000133,987,30.774924457953528
4,34116.38245400023,1128,30.245019906028574
5,36025.38281100029,1207,29.84704458243603
6,37296.304432000325,1269,29.390310821119247
7,38274.37805300034,1341,28.541668943326133
8,38485.641163000364,1369,28.112228753104723
9,39668.62803900039,1407,28.193765486141
10,42181.06250200042,1487,28.36655178345691
11,43113.609454000405,1514,28.47662447424069
12,44046.15640600048,1541,28.582839977936718
13,45538.91177500051,1595,28.55104186520408
14,46816.846487000534,1632,28.686793190564053
15,47644.124781000566,1651,28.8577376020597
16,47714.85466300057,1658,28.778561316646908
17,48647.4016150006,1685,28.87086149258196
18,49752.64244700066,1717,28.976495309843134
19,50687.599234000714,1746,29.030698301260433
20,50694.5775600007,1753,28.918755025670677
