iteration,tot_distance,member_count,ave_distance
1,14146.453956999938,417,33.92435001678642
2,25193.85094500011,766,32.89014483681477
3,30388.833718000136,987,30.789091912867413
4,34131.263946000254,1128,30.258212718085332
5,36040.573247000306,1207,29.859629864954687
6,37311.666888000356,1269,29.402416775413993
7,38289.90186600041,1341,28.553245239373904
8,38501.181797000456,1369,28.1235805675679
9,39684.72052400043,1407,28.205202931059297
10,42198.70782000047,1487,28.378418170814033
11,43131.254772000524,1514,28.48827924174407
12,44063.80172400057,1541,28.59429054120738
13,45557.64573400052,1595,28.562787294044213
14,46835.580446000604,1632,28.698272332108214
15,47662.790803000666,1651,28.869043490612153
16,47733.58862200063,1658,28.78986044752752
17,48666.13557400064,1685,28.881979569139848
18,49771.37640600071,1717,28.987406177053412
19,50706.334105000766,1746,29.04142846792713
20,50713.31487000073,1753,28.929443736452214
