iteration,tot_distance,member_count,ave_distance
1,964.6550680000003,131,7.36377914503817
2,3803.188064999998,243,15.650979691358016
3,6751.385580000009,332,20.335498734939787
4,9335.212402000006,407,22.936639808353824
5,10578.608337999975,443,23.879477060948023
6,12340.085913999945,494,24.979930999999887
7,13721.636953999921,534,25.695949352059777
8,14239.718593999916,549,25.937556637522615
9,14239.718593999913,549,25.937556637522608
10,14239.718593999914,549,25.93755663752261
11,14239.718593999913,549,25.937556637522608
12,14239.718593999914,549,25.93755663752261
13,14239.718593999913,549,25.937556637522608
14,14239.718593999914,549,25.93755663752261
15,14239.718593999914,549,25.93755663752261
16,14239.718593999913,549,25.937556637522608
17,14239.718593999913,549,25.937556637522608
18,14239.718593999913,549,25.937556637522608
19,14239.71859399991,549,25.937556637522608
20,14239.718593999913,549,25.937556637522608
