iteration,tot_distance,member_count,ave_distance
1,1338.978645,222,6.031435337837838
2,4262.662738,385,11.071851267532468
3,7652.20919500002,501,15.273870648702635
4,10412.161524999994,585,17.798566709401697
5,13184.432317999988,676,19.503598103550278
6,15013.570137999968,739,20.31606243301755
7,17353.600877999976,811,21.39778160049319
8,18771.20668300002,855,21.954627699415227
9,20636.300587000078,909,22.702200865786665
10,22432.316939000102,961,23.342681518210306
11,24610.989171000132,1025,24.010721142439152
12,24944.44277000015,1036,24.077647461390107
13,25369.38268800015,1055,24.046808235071232
14,25369.38268800014,1055,24.04680823507122
15,25369.382688000143,1055,24.046808235071225
16,25369.382688000154,1055,24.046808235071236
17,25369.382688000132,1055,24.046808235071214
18,25369.382688000136,1055,24.046808235071218
19,25369.38268800014,1055,24.04680823507122
20,25813.091244000163,1068,24.169561089887793
