iteration,tot_distance,member_count,ave_distance
1,3847.185530999996,231,16.6544828181818
2,9199.526338000021,387,23.771385886304966
3,13266.005539999958,507,26.165691400394394
4,14785.711683999923,551,26.834322475498954
5,14923.866787999923,555,26.88985006846833
6,15062.021891999917,559,26.94458299105531
7,15156.477513999918,563,26.920919207815132
8,15306.514217999918,568,26.94808841197169
9,15503.817915999914,574,27.01013574216013
10,15641.973019999914,578,27.06223705882338
11,15780.128123999912,582,27.113622206185415
12,16887.7026749999,617,27.370668841166772
13,20205.41424199996,734,27.527812318801033
14,22749.633016000047,822,27.675952574209305
15,24737.3669010001,890,27.79479427078663
16,25944.005471000124,934,27.777307784796708
17,28441.087283000223,1012,28.103841188735398
18,30444.336291000363,1070,28.452650739252675
19,32378.507747000414,1126,28.75533547690978
20,32447.585299000442,1128,28.765589804078406
