iteration,tot_distance,member_count,ave_distance
1,1389.9887050000007,118,11.779565296610174
2,2871.542545,162,17.725571265432098
3,4666.398479999998,221,21.11492524886877
4,6582.688014000001,284,23.178478922535216
5,8207.694770000026,332,24.721972198795257
6,9635.733655000007,386,24.963040556994837
7,10926.880772,435,25.119266142528737
8,12651.988989999994,490,25.82038569387754
9,13558.320239999968,518,26.174363397683337
10,13558.320239999974,518,26.174363397683347
11,13558.320239999972,518,26.174363397683344
12,13558.320239999968,518,26.174363397683337
13,13558.320239999972,518,26.174363397683344
14,13558.320239999975,518,26.17436339768335
15,13558.320239999977,518,26.174363397683354
16,13558.320239999972,518,26.174363397683344
17,13558.320239999974,518,26.174363397683347
18,13558.320239999975,518,26.17436339768335
19,13558.320239999975,518,26.17436339768335
20,13558.320239999983,518,26.174363397683365
