iteration,tot_distance,member_count,ave_distance
1,14146.779549999934,417,33.925130815347565
2,25194.52184600008,766,32.89102068668418
3,30389.993354000097,987,30.790266822695134
4,34132.498353000214,1128,30.259307050532104
5,36041.833372000285,1207,29.860673879039176
6,37312.941331000344,1269,29.40342106461808
7,38291.18973600033,1341,28.554205619687046
8,38502.47106800035,1369,28.12452232870734
9,39686.0557330004,1407,28.206151906894387
10,42200.1722910004,1487,28.37940302017512
11,43132.719243000414,1514,28.489246527741358
12,44065.26619500049,1541,28.595240879299475
13,45559.20082800046,1595,28.56376227460844
14,46837.135540000556,1632,28.699225208333672
15,47664.3402420006,1651,28.869981975772625
16,47735.143716000595,1658,28.790798381182505
17,48667.69066800061,1685,28.882902473590864
18,49772.93150000065,1717,28.9883118811885
19,50707.88927500071,1746,29.04231917239445
20,50714.87024400071,1753,28.930331000570856
