iteration,tot_distance,member_count,ave_distance
1,7105.125273000005,285,24.93026411578949
2,13150.066830999927,467,28.158601351177573
3,20145.477663000027,670,30.067877108955265
4,22437.512111000106,743,30.198535815612523
5,24039.70162900014,791,30.39153176864746
6,25238.598491000204,826,30.555203984261748
7,26102.06789100022,851,30.67223018918945
8,26787.585884000237,872,30.71970858256908
9,27659.000885000267,899,30.766408103448573
10,28374.92283200027,920,30.84230742608725
11,29201.4946850003,944,30.933786742585063
12,29957.272363000317,966,31.011669112836767
13,30751.66421100035,989,31.093694854398734
14,31821.50551800037,1020,31.197554429412126
15,32339.58715800039,1035,31.24597793043516
16,32655.7281080004,1045,31.249500581818562
17,33267.703925000416,1063,31.29605261053661
18,33709.25686200041,1076,31.328305633829377
19,34227.338502000435,1091,31.372445923006815
20,34710.881366000445,1105,31.41256232217235
