iteration,tot_distance,member_count,ave_distance
1,437.2916510000001,135,3.2391974148148157
2,1086.5757119999998,231,4.70379096103896
3,1528.2344629999998,257,5.946437599221789
4,3311.2051129999977,310,10.681306816129025
5,4263.034679999998,339,12.575323539823003
6,6302.289025000016,401,15.716431483790565
7,7631.426185000029,440,17.34415042045461
8,9146.814396000023,499,18.33028937074153
9,9658.345651000009,530,18.22329368113209
10,9658.345651000012,530,18.2232936811321
11,9658.345651000014,530,18.223293681132102
12,9658.345651000012,530,18.2232936811321
13,9658.345651000012,530,18.2232936811321
14,9658.345651000012,530,18.2232936811321
15,9658.345651000012,530,18.2232936811321
16,9658.345651000012,530,18.2232936811321
17,9658.345651000012,530,18.2232936811321
18,9658.345651000012,530,18.2232936811321
19,9658.345651000009,530,18.22329368113209
20,9658.345651000012,530,18.2232936811321
