iteration,tot_distance,member_count,ave_distance
1,14148.150762999927,417,33.92841909592308
2,25197.3473420001,766,32.89470932375992
3,30394.877206000132,987,30.795215001013304
4,34137.69709600025,1128,30.26391586524845
5,36047.14042200032,1207,29.86507077216265
6,37318.308679000336,1269,29.407650653270558
7,38296.6136390004,1341,28.558250290082327
8,38507.90086400043,1369,28.128488578524784
9,39691.67899700042,1407,28.21014854086739
10,42206.33994700047,1487,28.383550737727287
11,43138.886899000514,1514,28.49332027675067
12,44071.43385100051,1541,28.599243251784888
13,45565.75015300051,1595,28.567868434483078
14,46843.68486500056,1632,28.703238275122896
15,47670.86575200065,1651,28.87393443488834
16,47741.69304100059,1658,28.79474851688817
17,48674.2399930006,1685,28.88678931335347
18,49779.48082500068,1717,28.992126281304998
19,50714.43891900072,1746,29.046070400344057
20,50721.42074300068,1753,28.934067737022634
