iteration,tot_distance,member_count,ave_distance
1,14144.571939999927,417,33.91983678657057
2,25189.9752450001,766,32.88508517624034
3,30382.138277000122,987,30.782308284701237
4,34124.13712700024,1128,30.251894616134965
5,36033.29805900029,1207,29.853602368682925
6,37304.309085000335,1269,29.396618664302864
7,38282.46657200041,1341,28.547700650261305
8,38493.73842800046,1369,28.118143482834522
9,39677.01212700043,1407,28.19972432622632
10,42190.25366200048,1487,28.372732792199383
11,43122.80061400052,1514,28.482695253633107
12,44055.347566000535,1541,28.588804390655767
13,45548.66873900058,1595,28.557159084012905
14,46826.603451000614,1632,28.692771722426848
15,47653.84643500068,1651,28.863625944882305
16,47724.61162700062,1658,28.784446095899046
17,48657.15857900064,1685,28.876651975668036
18,49762.39941100074,1717,28.98217787478203
19,50697.356672000766,1746,29.036286753723232
20,50704.33626700076,1753,28.924321886480755
