iteration,tot_distance,member_count,ave_distance
1,963.6168290000004,131,7.355853656488553
2,3798.614033999998,243,15.63215651851851
3,6745.096046000012,332,20.316554355421726
4,9328.763611000006,407,22.920795113022127
5,10572.15954699998,443,23.86491997065458
6,12333.637122999948,494,24.966876767206372
7,13715.188162999922,534,25.68387296441933
8,14233.269802999923,549,25.92581020582864
9,14233.26980299992,549,25.925810205828633
10,14233.269802999917,549,25.92581020582863
11,14233.269802999916,549,25.925810205828625
12,14233.269802999923,549,25.92581020582864
13,14233.269802999916,549,25.925810205828625
14,14233.269802999921,549,25.925810205828636
15,14233.26980299992,549,25.925810205828633
16,14233.269802999921,549,25.925810205828636
17,14233.269802999917,549,25.92581020582863
18,14233.269802999921,549,25.925810205828636
19,14233.269802999917,549,25.92581020582863
20,14233.269802999921,549,25.925810205828636
