iteration,tot_distance,member_count,ave_distance
1,1341.2784890000005,222,6.041794995495498
2,4270.891119000001,385,11.093223685714287
3,7663.819276000019,501,15.29704446307389
4,10425.345969999995,585,17.821104222222214
5,13202.322926999996,676,19.530063501479283
6,15034.555307999977,739,20.344459144790225
7,17377.180158999985,811,21.426855929716382
8,18795.850314000018,855,21.983450659649144
9,20660.944218000095,909,22.7293115709572
10,22456.960570000112,961,23.368325254942885
11,24635.998695000144,1025,24.03512067804892
12,24970.31361800015,1036,24.102619322393966
13,25396.34534400015,1055,24.072365254976447
14,25396.345344000136,1055,24.072365254976432
15,25396.345344000143,1055,24.07236525497644
16,25396.345344000143,1055,24.07236525497644
17,25396.345344000118,1055,24.072365254976415
18,25396.345344000132,1055,24.07236525497643
19,25396.345344000132,1055,24.07236525497643
20,25840.218945000164,1068,24.19496155898892
