iteration,tot_distance,member_count,ave_distance
1,14148.311774999931,417,33.928805215827175
2,25197.679121000096,766,32.8951424556137
3,30395.450691000147,987,30.795796039513828
4,34138.307554000254,1128,30.264457051418663
5,36047.76359800032,1207,29.8655870737368
6,37318.93893600035,1269,29.408147309692946
7,38297.25053900043,1341,28.558725234153936
8,38508.538457000475,1369,28.12895431482869
9,39692.33930500047,1407,28.21061784292855
10,42207.06417400052,1487,28.384037776732026
11,43139.61112600054,1514,28.493798630119247
12,44072.158078000546,1541,28.59971322388095
13,45566.51920000058,1595,28.568350595611648
14,46844.45391200061,1632,28.703709504902335
15,47671.63200100065,1651,28.87439854694164
16,47742.46208800062,1658,28.795212357057068
17,48675.00904000063,1685,28.887245721068624
18,49780.24987200069,1717,28.992574182877515
19,50715.208004000735,1746,29.04651088430741
20,50722.18992800073,1753,28.934506519110514
