iteration,tot_distance,member_count,ave_distance
1,14145.009687999926,417,33.92088654196625
2,25190.874943000104,766,32.88625971671032
3,30383.68975600014,987,30.783880198581702
4,34125.788314000274,1128,30.253358434397406
5,36034.983540000336,1207,29.854998790389672
6,37306.01366500034,1269,29.397961910953775
7,38284.189066000414,1341,28.54898513497421
8,38495.46278700041,1369,28.119403058437115
9,39678.797746000426,1407,28.200993422885876
10,42192.21166500046,1487,28.374049539341264
11,43124.75861700046,1514,28.483988518494357
12,44057.30556900051,1541,28.590074996106758
13,45550.74759300051,1595,28.55846244075267
14,46828.68230500056,1632,28.694045530024855
15,47655.91774700062,1651,28.864880525136655
16,47726.69048100058,1658,28.785699928227128
17,48659.23743300061,1685,28.87788571691431
18,49764.47826500065,1717,28.983388622597936
19,50699.43562700067,1746,29.037477449599468
20,50706.41549300069,1753,28.925507982316425
