iteration,tot_distance,member_count,ave_distance
1,14149.13212199993,417,33.930772474819975
2,25199.36952000012,766,32.89734924282
3,30398.372549000153,987,30.798756381965706
4,34141.417807000274,1128,30.267214367908046
5,36050.93864900033,1207,29.868217604805576
6,37322.15006400037,1269,29.410677749409277
7,38300.49549700044,1341,28.56114503877736
8,38511.78693700045,1369,28.13132720014642
9,39695.70353500046,1407,28.213008909026623
10,42210.75409300052,1487,28.386519228648634
11,43143.30104500053,1514,28.496235828930338
12,44075.84799700058,1541,28.602107720311864
13,45570.43746400061,1595,28.5708071874612
14,46848.37217600067,1632,28.706110401961194
15,47675.536016000704,1651,28.87676318352556
16,47746.38035200069,1658,28.797575604343
17,48678.92730400072,1685,28.88957110029716
18,49784.16813600078,1717,28.994856223646348
19,50719.12645900083,1746,29.048755131157403
20,50726.10889400079,1753,28.936742095836163
