iteration,tot_distance,member_count,ave_distance
1,1049.6082269999993,232,4.5241733922413765
2,1925.033015000001,351,5.4844245441595465
3,2910.450098000001,436,6.675344261467893
4,4581.83933,523,8.760687055449331
5,4769.344993000001,532,8.964934197368422
6,4827.5283580000005,534,9.040315277153558
7,4896.254629,536,9.134803412313433
8,4936.292789000001,538,9.175265407063199
9,4970.315152000001,540,9.20428731851852
10,5081.615996999999,544,9.341205876838233
11,5090.907644000001,545,9.341114943119267
12,5112.448969999999,547,9.346341809872026
13,5146.827445,550,9.357868081818182
14,5215.904997000001,552,9.449103255434784
15,5302.426640000001,555,9.553921873873875
16,5389.356630000001,558,9.658345215053766
17,5471.940294000004,561,9.753904267379685
18,5486.9795810000005,562,9.763308862989325
19,6106.5653530000045,611,9.994378646481186
20,6905.563555000002,679,10.170196693667162
