iteration,tot_distance,member_count,ave_distance
1,1377.7660030000009,118,11.675983076271194
2,2858.200612999999,162,17.64321366049382
3,4639.7522859999945,221,20.994354235294093
4,6534.343308999999,284,23.008251088028164
5,8157.313082000024,332,24.570220126506097
6,9576.055994000015,386,24.80843521761662
7,10852.782136000005,435,24.948924450574726
8,12565.372392999998,490,25.643617128571425
9,13467.526401999972,518,25.999085718146663
10,13467.526401999972,518,25.999085718146663
11,13467.526401999976,518,25.99908571814667
12,13467.526401999974,518,25.999085718146667
13,13467.526401999978,518,25.999085718146674
14,13467.526401999978,518,25.999085718146674
15,13467.526401999985,518,25.999085718146688
16,13467.52640199998,518,25.999085718146677
17,13467.52640199998,518,25.999085718146677
18,13467.526401999976,518,25.99908571814667
19,13467.526401999978,518,25.999085718146674
20,13467.52640199998,518,25.999085718146677
