iteration,tot_distance,member_count,ave_distance
1,1396.5019700000005,118,11.834762457627123
2,2878.6631159999997,162,17.769525407407407
3,4680.4716949999965,221,21.178604954751115
4,6608.108631999995,284,23.267988140845052
5,10271.599579000003,398,25.80803914321609
6,14502.089198999953,536,27.05613656529842
7,16716.70620099994,612,27.314879413398593
8,19139.824476999995,687,27.86000651673944
9,21049.826713000064,744,28.292777840053848
10,22511.086292000087,793,28.387246269861397
11,22923.8952830001,810,28.301105287654444
12,23476.515699000134,826,28.421931838983213
13,23511.054475000143,827,28.42932826481275
14,24063.674891000148,843,28.545284568208952
15,24164.785204000153,846,28.563575891253134
16,24095.707652000146,844,28.549416649289274
17,24121.551834000158,845,28.546215188165867
18,24143.481898000144,846,28.53839467848717
19,24168.475216000137,847,28.534209227863208
20,24168.47521600014,847,28.53420922786321
