iteration,tot_distance,member_count,ave_distance
1,1339.9456279999997,222,6.035791117117116
2,4266.134022000003,385,11.080867589610397
3,8033.538194000023,522,15.38991991187744
4,11912.122285999989,660,18.048670130303012
5,16548.461580999978,816,20.27997742769605
6,19794.73629000001,930,21.284662677419366
7,22261.375736000016,1007,22.10662933068522
8,23920.106705000086,1056,22.65161619791675
9,26361.56352800014,1127,23.390917061224613
10,29342.228453000207,1216,24.13012208305938
11,31185.280118000264,1282,24.325491511700672
12,32240.267179000282,1337,24.11388719446543
13,33878.370475000294,1397,24.2508020579816
14,35300.472804000325,1441,24.497205276891272
15,36512.44890300036,1477,24.720683075829626
16,37168.68564700037,1496,24.84537810628367
17,37893.99994300044,1517,24.979564893210572
18,37963.07749500042,1519,24.992151082949587
19,37963.07749500043,1519,24.99215108294959
20,37963.077495000405,1519,24.992151082949576
