iteration,tot_distance,member_count,ave_distance
1,1388.6996980000001,118,11.768641508474577
2,2870.1333399999994,162,17.716872469135797
3,4663.613143999997,221,21.102321918552022
4,6577.612720999997,284,23.1606081725352
5,8202.404674000023,332,24.706038174698865
6,9629.458607000017,386,24.946783955958594
7,10919.084793999997,435,25.10134435402298
8,12642.906284999986,490,25.80184956122446
9,13548.832452999966,518,26.156047206563642
10,13548.83245299997,518,26.15604720656365
11,13548.832452999972,518,26.156047206563652
12,13548.83245299997,518,26.15604720656365
13,13548.832452999972,518,26.156047206563652
14,13548.832452999972,518,26.156047206563652
15,13548.832452999977,518,26.156047206563663
16,13548.832452999972,518,26.156047206563652
17,13548.83245299997,518,26.15604720656365
18,13548.832452999968,518,26.156047206563645
19,13548.83245299997,518,26.15604720656365
20,13548.832452999979,518,26.156047206563667
