iteration,tot_distance,member_count,ave_distance
1,1065.642552,164,6.49782043902439
2,2971.469002999998,235,12.644548948936162
3,5452.358515000005,315,17.30907465079367
4,7285.545981000025,373,19.53229485522795
5,8931.557248000017,422,21.164827601895777
6,10701.661019999985,475,22.52981267368418
7,12314.778718999958,524,23.501486104961753
8,14803.278401999958,600,24.67213066999993
9,15575.65791199994,623,25.001056038523178
10,16991.747727999948,664,25.58998151807221
11,19064.074288000025,724,26.331594320442022
12,19444.00082400002,735,26.454422889795946
13,21101.86207200008,783,26.950015417624623
14,23588.653944000103,855,27.589068940350998
15,25108.360088000154,899,27.92921033147959
16,26800.76011200022,948,28.27084400000023
17,28458.621360000274,996,28.572913012048467
18,29325.480386000294,1022,28.69420781409031
19,29669.0642430003,1034,28.693485728240134
20,30327.748480000297,1057,28.692288060549004
