iteration,tot_distance,member_count,ave_distance
1,14147.834295999928,417,33.92766018225402
2,25196.695233000104,766,32.89385800652755
3,30393.750043000135,987,30.794072991894765
4,34136.497257000236,1128,30.262852178191697
5,36045.91558500031,1207,29.86405599420075
6,37317.069928000354,1269,29.406674490150003
7,38295.36183900039,1341,28.557316807606554
8,38506.647705000425,1369,28.12757319576364
9,39690.38118800042,1407,28.2092261464111
10,42204.91649000047,1487,28.38259347007429
11,43137.463442000495,1514,28.49238008058157
12,44070.01039400056,1541,28.598319528877713
13,45564.23860900052,1595,28.566920757994055
14,46842.17332100059,1632,28.702312083946442
15,47669.35970300063,1651,28.87302223076961
16,47740.1814970006,1658,28.79383684981942
17,48672.72844900063,1685,28.885892254599778
18,49777.9692810007,1717,28.99124594117688
19,50712.92730100073,1746,29.045204639748412
20,50719.90892600071,1753,28.933205320023223
