iteration,tot_distance,member_count,ave_distance
1,1341.3961160000003,222,6.0423248468468485
2,4271.309341000001,385,11.094309976623379
3,7664.4104750000215,501,15.298224500998048
4,10426.017699999999,585,17.822252478632475
5,13203.235386000006,676,19.531413292899416
6,15035.626063999982,739,20.345908070365333
7,17378.38014999999,811,21.4283355733662
8,18797.10475000001,855,21.98491783625732
9,20662.19865400007,909,22.730691588558933
10,23701.610942000112,997,23.772929731193692
11,28016.176479000216,1123,24.9476193045416
12,29754.998861000277,1176,25.30186977976214
13,31200.23277100029,1223,25.511228757972436
14,31960.08584300028,1245,25.670751681124724
15,33307.09810700031,1284,25.94010755996909
16,34066.95117900035,1306,26.084954960949734
17,35862.61909700042,1359,26.388976524650786
18,36096.24907900041,1366,26.424779706442465
19,36279.12547400037,1372,26.442511278425926
20,36945.46677300039,1392,26.541283601293387
