iteration,tot_distance,member_count,ave_distance
1,914.5814340000005,131,6.981537664122142
2,3559.409808000003,243,14.647776987654334
3,6404.999376000011,332,19.292166795180755
4,8981.03645500001,407,22.06642863636366
5,10224.432390999984,443,23.07998282392773
6,11985.834375999948,494,24.262822623481675
7,13367.385415999928,534,25.032556958801365
8,13885.467055999925,549,25.292289719489844
9,13885.467055999925,549,25.292289719489844
10,13885.467055999923,549,25.29228971948984
11,13885.467055999921,549,25.292289719489837
12,13885.467055999927,549,25.292289719489847
13,13885.467055999921,549,25.292289719489837
14,13885.467055999923,549,25.29228971948984
15,13885.467055999923,549,25.29228971948984
16,13885.467055999925,549,25.292289719489844
17,13885.46705599992,549,25.292289719489837
18,13885.467055999923,549,25.29228971948984
19,13885.467055999918,549,25.292289719489833
20,13885.467055999923,549,25.29228971948984
