iteration,tot_distance,member_count,ave_distance
1,1065.5405779999996,164,6.497198646341461
2,2971.176918999998,235,12.643306038297865
3,5452.017618000003,315,17.307992438095248
4,7285.171053000026,373,19.53128968632715
5,8931.166654000017,422,21.16390202369672
6,10701.252184999987,475,22.528951968421026
7,12314.35352999996,524,23.500674675572444
8,14937.064121999949,608,24.567539674342022
9,16955.03503499996,677,25.044364896602602
10,18923.74526700001,734,25.78166930108993
11,20300.845572000027,777,26.127214378378415
12,21578.78028400007,814,26.509558088452174
13,22545.8660120001,842,26.776562959620072
14,22649.48234000008,845,26.804121112426127
15,23236.641532000103,862,26.95666070997692
16,24549.115020000154,900,27.27679446666684
17,26206.976268000213,948,27.64448973417744
18,26621.280813000223,958,27.78839333298562
19,26966.668573000235,968,27.858128691115947
20,26966.66857300023,968,27.858128691115937
