iteration,tot_distance,member_count,ave_distance
1,14145.753757999928,417,33.92267088249383
2,25192.408131000106,766,32.88826126762416
3,30386.339837000134,987,30.7865651843973
4,34128.609262000246,1128,30.255859274822914
5,36037.86326100032,1207,29.857384640431086
6,37308.92610800037,1269,29.40025698029974
7,38287.13219900037,1341,28.551179865026377
8,38498.4091170004,1369,28.121555235208476
9,39681.84905400041,1407,28.20316208528814
10,42195.55837000042,1487,28.37630018157392
11,43128.10532200043,1514,28.486199023778358
12,44060.65227400051,1541,28.5922467709283
13,45554.30139200056,1595,28.56069052790004
14,46832.23610400059,1632,28.69622310294154
15,47659.45862200061,1651,28.86702521017602
16,47730.24428000062,1658,28.787843353438248
17,48662.79123200063,1685,28.879994796439544
18,49768.03206400067,1717,28.98545839487517
19,50702.989600000714,1746,29.039512943872115
20,50709.96993000072,1753,28.927535613234866
