iteration,tot_distance,member_count,ave_distance
1,1341.7884720000006,222,6.044092216216219
2,4272.704407,385,11.097933524675325
3,7666.382585000014,501,15.302160848303421
4,10428.258445999987,585,17.826082813675193
5,13206.279130999985,676,19.535915874260333
6,15039.197844999975,739,20.35074133288224
7,17382.383030999976,811,21.433271308261375
8,19094.330412000018,867,22.02344914878895
9,23280.017762000134,991,23.491440728557148
10,26030.002562000212,1071,24.30439081419254
11,27135.24339400022,1103,24.60130860743447
12,30658.450467000333,1207,25.400538912179233
13,31383.76476300037,1228,25.556811696254375
14,33265.57075500041,1289,25.80726978665664
15,34081.64049600035,1313,25.957075777608797
16,35359.575208000395,1350,26.192277931852143
17,36430.27726400045,1381,26.379635962346452
18,36637.50992000047,1387,26.41493144917121
19,37811.828304000475,1421,26.609309151302234
20,38986.14668800051,1455,26.794602534708254
