iteration,tot_distance,member_count,ave_distance
1,7103.025276000004,285,24.922895705263173
2,13147.68184799993,467,28.15349432119899
3,20142.965698000033,670,30.064127907462737
4,22434.639096000108,743,30.1946690390311
5,24036.74218100013,791,30.38779036788891
6,25235.59959900019,826,30.55157336440701
7,26099.068999000217,851,30.668706226792263
8,26784.519151000233,872,30.716191686926873
9,27655.80536600027,899,30.76285357730842
10,28371.695613000273,920,30.838799579348123
11,29198.2329320003,944,30.93033149576303
12,29954.000738000323,966,31.008282337474455
13,30748.392586000347,989,31.090386841254144
14,31818.22226400038,1020,31.19433555294155
15,32336.303904000386,1035,31.2428057043482
16,32652.408924000396,1045,31.246324329186983
17,33264.35338700044,1063,31.292900646284515
18,33705.873819000415,1076,31.32516154182195
19,34223.95545900043,1091,31.369345058662176
20,34707.49832300046,1105,31.409500744796794
