iteration,tot_distance,member_count,ave_distance
1,1065.5481609999997,164,6.4972448841463395
2,2971.1986339999985,235,12.643398442553185
3,7536.123913000024,406,18.56188155911336
4,11052.160438999985,512,21.586250857421845
5,14103.767863999941,602,23.42818582059791
6,16619.189366999937,679,24.475978449189892
7,18854.151673000004,747,25.239828210174036
8,20300.714186000016,792,25.63221488131315
9,21717.450152000012,845,25.7011244402367
10,23691.970745000075,913,25.94958460569559
11,25009.79971300007,958,26.10626274843431
12,25666.036457000082,977,26.27025225895607
13,25666.03645700008,977,26.270252258956067
14,26356.811977000107,997,26.43612033801415
15,27807.44056900014,1039,26.76365791049099
16,28739.987521000174,1066,26.9605886688557
17,29672.534473000196,1093,27.14779000274492
18,30743.236529000234,1124,27.351633922598072
19,30915.93040900023,1129,27.383463604074606
20,30915.930409000233,1129,27.38346360407461
