iteration,tot_distance,member_count,ave_distance
1,14147.586857999928,417,33.927066805755224
2,25196.185381000087,766,32.893192403394366
3,30392.86876400011,987,30.79318010536992
4,34135.55915400022,1128,30.26202052659594
5,36044.957941000284,1207,29.86326258575003
6,37316.10140100033,1269,29.405911269503804
7,38294.383104000364,1341,28.556586953020407
8,38505.66790500037,1369,28.12685749086952
9,39689.36647700039,1407,28.208504958777816
10,42203.803548000404,1487,28.381845022192604
11,43136.35050000046,1514,28.491644980185242
12,44068.897452000514,1541,28.597597308241735
13,45563.05679400049,1595,28.56617980815078
14,46840.99150600056,1632,28.701587932598382
15,47668.18218500059,1651,28.87230901574839
16,47738.999682000576,1658,28.793124054282615
17,48671.54663400059,1685,28.885190880712514
18,49776.78746600063,1717,28.990557638905432
19,50711.74542900067,1746,29.044527737113786
20,50718.72690000069,1753,28.93253103251608
