iteration,tot_distance,member_count,ave_distance
1,14147.835874999928,417,33.92766396882477
2,25196.698483000102,766,32.89386224934739
3,30393.755658000136,987,30.794078680851204
4,34136.503232000265,1128,30.26285747517754
5,36045.92168500035,1207,29.864061048053316
6,37317.076096000375,1269,29.406679350670114
7,38295.36807100042,1341,28.55732145488473
8,38506.653940000426,1369,28.127577750182926
9,39690.38764400042,1407,28.20923073489724
10,43828.24604900049,1534,28.57121645958311
11,47696.58896100065,1646,28.9772715437428
12,50489.29835800075,1727,29.23526251187073
13,52955.5441960008,1809,29.273379876175127
14,53922.62992400086,1837,29.35363632226503
15,57998.20549200101,1955,29.666601274680826
16,61452.08309200107,2055,29.90369006910028
17,63109.94434000115,2103,30.009483756538827
18,65346.9701890012,2162,30.225240605458463
19,66728.52122900126,2202,30.303597288374775
20,67177.52531700126,2215,30.328453867720658
