iteration,tot_distance,member_count,ave_distance
1,1450.997407999999,179,8.106130770949715
2,4064.546201999996,270,15.053874822222207
3,6527.893868000018,343,19.03176054810501
4,8876.530636000018,411,21.597398141119264
5,10258.081675999996,451,22.745192186252762
6,11052.47352399998,474,23.31745469198308
7,11950.481699999964,500,23.900963399999927
8,14091.885811999926,562,25.074529914590617
9,15335.281747999907,598,25.644283859531615
10,16716.832787999898,638,26.201932269592316
11,18063.84505199995,677,26.68219357754793
12,18914.215586999977,702,26.943327047008513
13,19871.099121000017,724,27.44626950414367
14,20010.492965000023,734,27.262251995912838
15,20217.72562100003,740,27.32125083918923
16,20424.958277000045,746,27.37930063941025
17,20873.962365000058,759,27.50192669960482
18,21046.65624500007,764,27.547979378272345
19,21150.272573000064,767,27.575322780964882
20,21150.27257300006,767,27.575322780964875
