iteration,tot_distance,member_count,ave_distance
1,1339.5549890000004,222,6.034031481981984
2,4264.731663,385,11.077225098701298
3,7655.125473000016,501,15.279691562874284
4,10415.47229999999,585,17.804226153846137
5,13188.922376999995,676,19.510240202662715
6,15018.835609999976,739,20.323187564276015
7,17359.521303999984,811,21.405081755856948
8,18777.393810000016,855,21.961864105263178
9,20642.487714000104,909,22.70900738613873
10,22438.504066000103,961,23.349119735692096
11,24617.267986000144,1025,24.016846815609895
12,24950.937418000136,1036,24.083916426641057
13,26266.801161000145,1091,24.075894739688493
14,26946.677506000167,1118,24.10257379785346
15,28494.08882000026,1170,24.35392206837629
16,30942.615693000316,1245,24.853506580723145
17,32706.811734000315,1299,25.178453990762367
18,33155.8158220003,1312,25.271201083841692
19,32591.32485200031,1296,25.147627200617524
20,34064.38263300034,1341,25.40222418568258
