iteration,tot_distance,member_count,ave_distance
1,7103.786680999996,285,24.925567301754374
2,13148.546583999929,467,28.155346004282503
3,20143.876475000026,670,30.06548727611944
4,22435.68078000011,743,30.196071036339315
5,24037.815201000143,791,30.389146903919272
6,25236.684737000203,826,30.552887090799278
7,26100.15413700022,851,30.669981359577225
8,26785.628886000235,872,30.717464318807608
9,27656.961794000264,899,30.76413992658539
10,28372.863535000273,920,30.840069059782905
11,29199.41337400031,944,30.93158196398338
12,29955.18475900032,966,31.00950803209143
13,30749.576607000352,989,31.09158403134515
14,31819.41050200038,1020,31.195500492157237
15,32337.492142000407,1035,31.243953760386866
16,32653.610189000403,1045,31.247473865072156
17,33265.566020000435,1063,31.294041411101066
18,33707.098238000406,1076,31.326299477695546
19,34225.17987800043,1091,31.370467349221293
20,34708.72274200046,1105,31.410608816290004
