iteration,tot_distance,member_count,ave_distance
1,14148.067934999928,417,33.92822046762573
2,25197.1766640001,766,32.89448650652755
3,30394.582190000132,987,30.794916099290912
4,34137.383057000254,1128,30.263637461879657
5,36046.81984000032,1207,29.864805169842846
6,37317.98445700034,1269,29.407395159180727
7,38296.28600100039,1341,28.558005966443247
8,38507.57287100044,1369,28.12824899269572
9,39691.33931700042,1407,28.209907119403283
10,42205.967379000474,1487,28.38330018762641
11,43138.514331000486,1514,28.493074194848404
12,44071.06128300053,1541,28.59900148150586
13,45565.35452900053,1595,28.567620394357697
14,46843.28924100058,1632,28.702995858456237
15,47670.4715660006,1651,28.873695678982795
16,47741.29741700056,1658,28.79450990168912
17,48673.844369000595,1685,28.886554521662074
18,49779.08520100067,1717,28.99189586546341
19,50714.04327600072,1746,29.045843800687695
20,50721.025047000694,1753,28.93384201197986
