iteration,tot_distance,member_count,ave_distance
1,379.26304000000005,107,3.544514392523365
2,1071.299214,160,6.695620087499999
3,2096.3292450000017,225,9.317018866666674
4,3734.1157059999946,317,11.77954481388011
5,8173.9687540000305,465,17.578427427957056
6,11524.230025999974,562,20.505747377224154
7,13527.479033999938,620,21.818514570967643
8,15744.332843999895,695,22.653716322302007
9,16745.957347999898,724,23.129775342541297
10,17885.736955999935,757,23.627129400264113
11,19474.520651999992,803,24.2522050460772
12,20752.45536400004,840,24.705304004761953
13,22134.00640400009,880,25.152280004545556
14,23791.867652000154,928,25.637788418103614
15,24862.569708000192,959,25.92551585818581
16,25553.34522800022,979,26.10147622880513
17,26140.50442000024,996,26.24548636546209
18,26796.741164000265,1015,26.4007302108377
19,26796.74116400026,1015,26.400730210837697
20,26796.741164000272,1015,26.400730210837708
