iteration,tot_distance,member_count,ave_distance
1,536.995313,131,4.09920086259542
2,1642.9423960000004,243,6.7610798189300425
3,4677.495565999998,382,12.24475279057591
4,8207.213272000015,513,15.998466417154026
5,10261.997384999991,593,17.30522324620572
6,13312.366486999967,703,18.936509938833524
7,14990.531718999946,764,19.621114815444955
8,17050.372065999945,829,20.56739694330512
9,17684.097147999953,878,20.141340715261904
10,18855.40656700001,914,20.629547666301978
11,19376.037867000035,932,20.789740200643816
12,19376.037866999992,932,20.789740200643767
13,19376.037867,932,20.789740200643777
14,19376.037866999985,932,20.78974020064376
15,19376.037866999985,932,20.78974020064376
16,19376.037866999992,932,20.789740200643767
17,19376.037866999992,932,20.789740200643767
18,19376.03786699999,932,20.789740200643763
19,19376.03786699999,932,20.789740200643763
20,19376.03786699999,932,20.789740200643763
