iteration,tot_distance,member_count,ave_distance
1,1452.470336,179,8.114359418994415
2,4067.9154539999968,270,15.066353533333322
3,6531.517447000019,343,19.042324918367402
4,8880.154215000019,411,21.60621463503654
5,10261.705254999997,451,22.753226729490017
6,11056.097102999982,474,23.325099373417682
7,11954.105278999963,500,23.908210557999926
8,14095.509390999923,562,25.080977564056802
9,15338.905326999902,598,25.65034335618713
10,16720.456366999897,638,26.207611860501405
11,18067.468630999945,677,26.687545983751765
12,18917.905602999974,702,26.948583480056943
13,19874.866567000012,724,27.451473158839796
14,20014.260620000015,734,27.267385040871957
15,20221.493276000027,740,27.326342264864902
16,20428.725932000038,746,27.38435111528155
17,20877.73002000005,759,27.506890671936826
18,21050.423900000063,764,27.552910863874427
19,21154.04022800006,767,27.5802349778358
20,21154.040228000056,767,27.580234977835797
