iteration,tot_distance,member_count,ave_distance
1,437.2762719999999,135,3.2390834962962956
2,1086.5306519999995,231,4.703595896103894
3,1528.1665140000002,257,5.946173206225682
4,3311.1356459999965,310,10.681082729032246
5,4304.244377999997,344,12.512338308139526
6,6886.507581000015,476,14.467452901260536
7,9254.703690000013,563,16.438194831261125
8,11529.82521799998,643,17.93129893934678
9,13861.29818099994,725,19.11903197379302
10,14719.574183999935,815,18.060827219631822
11,14890.70977599993,839,17.74816421454104
12,15185.494161999932,873,17.394609578464983
13,15478.110314999933,895,17.293978005586517
14,15492.096176999934,896,17.290285911830285
15,15478.110314999933,895,17.293978005586517
16,15478.11031499993,895,17.293978005586514
17,15478.11031499994,895,17.293978005586524
18,15478.110314999933,895,17.293978005586517
19,15478.110314999933,895,17.293978005586517
20,15478.110314999933,895,17.293978005586517
