iteration,tot_distance,member_count,ave_distance
1,1453.2012809999994,179,8.118442910614522
2,4069.6021829999954,270,15.07260067777776
3,6533.330399000021,343,19.04761049271143
4,8881.96716700002,411,21.610625710462337
5,10263.518206999997,451,22.757246578713964
6,11057.910054999982,474,23.328924166666628
7,11955.918230999965,500,23.91183646199993
8,14097.322342999929,562,25.084203457295246
9,15340.718278999906,598,25.653375048494826
10,16722.269318999904,638,26.210453478056277
11,18967.289758999977,703,26.980497523470806
12,21682.85360900008,782,27.7274342826088
13,23090.096143000137,823,28.056009894289353
14,24368.03085500019,860,28.33491959883743
15,25922.275775000246,905,28.64339864640911
16,26854.691105000285,929,28.907094838536366
17,28132.62581700033,966,29.122801052795374
18,28374.39724900034,973,29.161764901336422
19,28373.59586800034,969,29.281316685242867
20,28546.28974800034,974,29.308305696098913
