iteration,tot_distance,member_count,ave_distance
1,2158.1801689999984,232,9.302500728448269
2,4225.595357999995,351,12.038733213675199
3,6290.389523000002,436,14.427498905963306
4,8545.479478000023,523,16.339348906309795
5,8824.503437000021,532,16.58741247556395
6,8893.580989000016,534,16.65464604681651
7,8962.658541000015,536,16.72137787500003
8,9031.736093000018,538,16.787613555762114
9,10344.209580999997,576,17.958697189236105
10,12347.458588999956,634,19.475486733438416
11,16337.842226999952,759,21.525483830039462
12,18625.664818999947,870,21.408810136781547
13,20972.06413800007,938,22.358277332622677
14,22912.753843000126,998,22.958671185370868
15,25101.255921000124,1063,23.613599173095132
16,25204.872249000124,1066,23.644345449343454
17,25239.411025000125,1067,23.6545557872541
18,25273.949801000148,1068,23.664747004681786
19,25343.027353000136,1070,23.68507229252349
20,25343.027353000107,1070,23.685072292523465
