iteration,tot_distance,member_count,ave_distance
1,1764.935645,229,7.707142554585153
2,5253.055192000003,409,12.843655726161378
3,8973.931719000013,523,17.15856925239008
4,9077.548047000006,526,17.257695906844116
5,9146.625599000003,528,17.323154543560612
6,9181.164375000002,529,17.355698251417774
7,9249.074430000002,531,17.418219265536727
8,10019.760745000003,565,17.734089814159297
9,12832.71899999997,659,19.47301820940815
10,15872.131287999897,747,21.24783304953132
11,17304.70941999994,792,21.849380580808006
12,18558.772570999983,866,21.430453315242474
13,19438.425624999993,917,21.197846919302062
14,22077.318304000022,1034,21.351371667311433
15,22631.38202200004,1051,21.533189364414884
16,22631.382022000013,1051,21.533189364414856
17,22631.38202200002,1051,21.533189364414863
18,22631.38202199999,1051,21.533189364414834
19,22631.382022000027,1051,21.53318936441487
20,22631.382022000013,1051,21.533189364414856
