iteration,tot_distance,member_count,ave_distance
1,877.5076950000001,131,6.698532022900764
2,3366.735109999999,243,13.854876995884771
3,6080.293666000002,332,18.31413754819278
4,8648.574134000019,407,21.249567896805942
5,9891.97007,443,22.329503544018056
6,11651.165681999963,494,23.58535563157887
7,13032.716721999943,534,24.40583655805233
8,13550.798361999938,549,24.682692826957993
9,13550.798361999938,549,24.682692826957993
10,13550.79836199994,549,24.682692826957997
11,13550.798361999938,549,24.682692826957993
12,13550.798361999938,549,24.682692826957993
13,13550.798361999936,549,24.68269282695799
14,13550.798361999938,549,24.682692826957993
15,13550.798361999938,549,24.682692826957993
16,13550.798361999936,549,24.68269282695799
17,13550.798361999934,549,24.682692826957986
18,13550.798361999936,549,24.68269282695799
19,13550.798361999934,549,24.682692826957986
20,13550.798361999936,549,24.68269282695799
