iteration,tot_distance,member_count,ave_distance
1,1337.4652420000002,222,6.024618207207208
2,4257.231543,385,11.057744267532467
3,7644.553285000016,501,15.258589391217598
4,10403.469845999998,585,17.783709138461536
5,13172.644324,676,19.486160242603553
6,14999.746271999991,739,20.297356254397823
7,17338.090969999983,811,21.378657176325504
8,18754.996531000004,855,21.935668457309948
9,20620.090435000096,909,22.684367915291634
10,22416.106787000102,961,23.325813514047972
11,24594.53828500014,1025,23.994671497561114
12,24927.425182000145,1036,24.06122121814686
13,25351.646829000143,1055,24.02999699431293
14,25351.646829000136,1055,24.029996994312924
15,25351.646829000136,1055,24.029996994312924
16,25351.64682900014,1055,24.029996994312928
17,25351.646829000125,1055,24.029996994312913
18,25351.646829000136,1055,24.029996994312924
19,25351.64682900012,1055,24.02999699431291
20,25795.246791000165,1068,24.152852800561952
