iteration,tot_distance,member_count,ave_distance
1,14148.344976999935,417,33.9288848369303
2,25197.747535000133,766,32.895231768929676
3,30395.568939000135,987,30.79591584498494
4,34138.433427000266,1128,30.264568640957684
5,36047.892095000345,1207,29.865693533554552
6,37319.068892000374,1269,29.408249717888395
7,38297.381865000425,1341,28.558823165548414
8,38508.66992600043,1369,28.129050347699366
9,39692.47546100043,1407,28.210714613362068
10,42207.213513000475,1487,28.38413820645627
11,43139.7604650005,1514,28.493897268824636
12,44072.30741700054,1541,28.59981013432871
13,45566.677780000515,1595,28.5684500188091
14,46844.61249200058,1632,28.703806674019965
15,47671.79000400063,1651,28.874494248334724
16,47742.620668000614,1658,28.795308002412916
17,48675.16762000064,1685,28.887339833828275
18,49780.40845200074,1717,28.99266654164283
19,50715.3665920008,1746,29.046601713631613
20,50722.34853700076,1753,28.934596997718632
