iteration,tot_distance,member_count,ave_distance
1,1339.743538,222,6.034880801801801
2,4265.408533000003,385,11.078983202597412
3,7656.079565000019,501,15.281595938123791
4,10416.555452999995,585,17.80607769743589
5,13214.985594999993,677,19.519919638109297
6,16454.450617999955,782,21.04149695396414
7,20124.535322000032,892,22.561138253363264
8,23053.057761000142,980,23.523528327551166
9,25259.146626000187,1044,24.194584890804776
10,28574.86912200029,1140,25.06567466842131
11,30405.424250000342,1193,25.486524937133563
12,32684.20487100039,1261,25.919274283108955
13,33098.6701830004,1273,26.000526459544698
14,35795.514298000446,1358,26.35899432842448
15,37418.83677000048,1405,26.632624035587533
16,37867.84085800049,1418,26.705106387870586
17,39491.16333000052,1465,26.956425481229022
18,39940.16741800051,1478,27.023117332882617
19,41571.51418800053,1530,27.1709243058827
20,42009.71908000054,1549,27.120541691414164
