iteration,tot_distance,member_count,ave_distance
1,921.3983779999995,213,4.325813981220655
2,3027.4480769999986,410,7.384019699999997
3,9108.731299000015,660,13.801108028787903
4,14114.819025999937,809,17.44724230655122
5,18328.549698,931,19.68694919226638
6,20257.69433200004,1004,20.17698638645422
7,20875.19824999999,1037,20.130374397299896
8,20909.384969999996,1038,20.14391615606936
9,20949.42221599998,1040,20.14367520769229
10,20967.543998999987,1041,20.141732948126787
11,20983.44402299995,1042,20.137662210172696
12,21017.982798999983,1043,20.151469605944374
13,21052.521574999977,1044,20.165250550766263
14,21075.13252399999,1045,20.167590932057408
15,21075.132523999975,1045,20.167590932057394
16,21075.132523999982,1045,20.1675909320574
17,21075.132523999997,1045,20.167590932057415
18,21075.132523999982,1045,20.1675909320574
19,21075.132523999986,1045,20.167590932057404
20,21075.132523999986,1045,20.167590932057404
