iteration,tot_distance,member_count,ave_distance
1,3444.778181999993,186,18.520312806451578
2,7102.3478500000165,356,19.95041530898881
3,10718.520984999994,526,20.377416321292763
4,10753.059760999993,527,20.404287971536988
5,10787.598536999993,528,20.431057835227257
6,10856.676088999993,530,20.48429450754716
7,10925.75364099999,532,20.53713090413532
8,10960.29241699999,533,20.563400407129436
9,10994.831192999989,534,20.58957152247189
10,11029.369968999988,535,20.615644801869138
11,11033.068930999989,536,20.584083826492517
12,11067.60770699999,537,20.610070217877077
13,11102.146482999988,538,20.635960005576184
14,11931.077106999974,562,21.22967456761561
15,16179.346554999902,685,23.619484021897666
16,19046.275684999997,770,24.735422967532465
17,20945.908365000058,825,25.388979836363706
18,25336.977135000212,953,26.586544737670735
19,27308.79280800029,1011,27.011664498516605
20,28968.359085000357,1060,27.328640646226752
