iteration,tot_distance,member_count,ave_distance
1,7100.813245,285,24.915134192982457
2,13145.16963099993,467,28.148114841541606
3,20140.31971900002,670,30.060178685074657
4,22431.6178480001,743,30.190602756393137
5,24033.629884000144,791,30.38385573198501
6,25232.442137000202,826,30.547750771186685
7,26095.911537000244,851,30.664995930670088
8,26781.290229000253,872,30.71248879472506
9,27652.440791000285,899,30.759111002225012
10,28368.297646000294,920,30.835106136956842
11,29194.798587000318,944,30.92669341843254
12,29950.555995000348,966,31.004716350932036
13,30744.94784300037,989,31.086903784631314
14,31814.765272000397,1020,31.19094634509843
15,32332.846912000416,1035,31.239465615459338
16,32648.914084000426,1045,31.242979984689402
17,33260.82551900046,1063,31.289581861712566
18,33702.31171400042,1076,31.321851035316374
19,34220.393354000444,1091,31.366080067828086
20,34703.936218000454,1105,31.4062771203624
