iteration,tot_distance,member_count,ave_distance
1,923.7982619999998,131,7.05189512977099
2,3606.2680129999994,243,14.840609106995883
3,6474.33974800001,332,19.50102333734943
4,9051.94184200001,407,22.24064334643737
5,10295.337777999994,443,23.240040130925493
6,12056.815353999953,494,24.406508813765086
7,13438.36639399993,534,25.165480138576648
8,13956.448033999928,549,25.421581118396954
9,13956.448033999932,549,25.42158111839696
10,13956.44803399993,549,25.421581118396958
11,13956.44803399993,549,25.421581118396958
12,13956.448033999932,549,25.42158111839696
13,13956.44803399993,549,25.421581118396958
14,13956.448033999932,549,25.42158111839696
15,13956.44803399993,549,25.421581118396958
16,13956.44803399993,549,25.421581118396958
17,13956.448033999926,549,25.42158111839695
18,13956.44803399993,549,25.421581118396958
19,13956.448033999928,549,25.421581118396954
20,13956.44803399993,549,25.421581118396958
