iteration,tot_distance,member_count,ave_distance
1,1449.4507310000006,179,8.097490117318438
2,4060.9771259999948,270,15.040656022222203
3,6524.05777000002,343,19.020576588921344
4,8872.694538000018,411,21.58806456934311
5,10254.24557799999,451,22.736686425720595
6,11048.637425999974,474,23.309361658227793
7,11946.64560199996,500,23.893291203999922
8,14088.049713999917,562,25.067704117437575
9,15331.445649999896,598,25.637868979932936
10,16712.99668999989,638,26.195919576802336
11,18060.008953999943,677,26.67652725849327
12,18910.309744999973,702,26.93776316951563
13,19867.111988000008,724,27.440762414364652
14,20006.50561100002,734,27.25681963351501
15,20213.738267000026,740,27.31586252297301
16,20420.970923000044,746,27.37395566085797
17,20939.05256300006,761,27.51518076609732
18,22286.06482700011,800,27.85758103375014
19,23978.46485100017,849,28.243185925795256
20,25092.75064900022,881,28.48212332463135
