1,1
1,2
1,3
1,4
1,5
1,8
1,6
1,7
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,30
1,29
1,34
1,45
1,44
1,31
1,35
1,46
1,48
1,32
1,33
1,36
1,47
1,49
1,38
1,37
1,39
1,50
1,40
1,43
1,41
1,42
1,52
1,51
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,63
1,65
1,62
1,66
1,64
1,68
1,67
1,69
1,70
1,71
1,72
1,73
1,74
1,75
1,76
1,77
1,78
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
1,93
1,90
1,87
1,91
1,92
1,88
1,89
1,94
1,95
1,96
1,98
1,97
1,99
1,101
1,100
1,103
1,102
2,104
2,105
2,106
2,107
2,108
2,109
2,110
2,111
2,112
2,113
2,114
2,115
2,116
2,117
2,118
2,119
2,120
2,121
2,122
2,123
2,124
2,125
2,126
2,127
2,128
2,129
2,130
2,131
2,132
2,133
2,134
2,136
2,137
2,135
2,138
2,139
2,140
2,143
2,141
2,142
2,144
2,145
2,146
2,148
2,147
2,149
2,150
2,151
2,152
2,157
2,156
2,155
2,153
2,154
2,159
2,158
2,160
2,162
2,161
2,166
2,164
2,163
2,167
2,165
2,168
2,169
2,170
2,171
2,172
2,173
2,175
2,174
2,176
2,177
2,180
2,179
2,178
2,181
2,183
2,182
2,184
2,186
2,185
2,187
2,188
2,189
2,190
2,191
3,192
3,193
3,194
3,195
3,196
3,197
3,198
3,199
3,200
3,201
3,202
3,203
3,204
3,205
3,206
3,207
3,208
3,209
3,210
3,211
3,213
3,212
3,214
3,215
3,216
3,217
3,218
3,219
3,221
3,220
3,222
3,223
3,224
3,225
3,226
3,227
3,228
3,229
3,230
3,231
3,232
3,235
3,233
3,236
3,234
3,238
3,237
3,239
3,240
3,241
3,242
3,243
3,244
3,245
3,246
3,247
3,248
3,249
3,251
3,250
3,253
3,254
3,256
3,255
3,252
3,260
3,264
3,262
3,257
3,259
3,258
3,265
3,263
3,261
3,266
3,268
3,271
3,267
3,272
3,269
3,273
3,270
3,274
3,275
3,276
4,277
4,278
4,279
4,280
4,281
4,282
4,283
4,284
4,285
4,286
4,287
4,288
4,289
4,290
4,291
4,292
4,293
4,295
4,294
4,296
4,297
4,299
4,298
4,300
4,301
4,302
4,303
4,304
4,305
4,306
4,307
4,308
4,310
4,309
4,311
4,312
4,313
4,314
4,315
4,316
4,317
4,318
4,319
4,321
4,320
4,326
4,325
4,322
4,329
4,332
4,323
4,324
4,328
4,327
4,331
4,330
4,333
5,334
5,335
5,336
5,338
5,339
5,337
5,340
5,343
5,342
5,341
5,344
5,345
5,346
5,347
5,348
5,349
5,350
5,351
5,352
5,353
5,354
5,355
5,356
5,358
5,357
5,359
5,360
5,362
5,361
5,363
5,364
5,365
5,366
5,368
5,367
5,369
5,370
5,371
5,372
5,373
5,374
5,382
5,380
5,381
5,377
5,379
5,378
5,383
5,375
5,376
5,384
5,385
5,386
5,387
5,388
5,389
5,390
5,391
5,393
5,392
5,394
5,395
5,396
5,397
5,398
5,399
5,400
5,401
5,403
5,402
5,405
5,404
5,406
5,407
